,TYPE,NUMBER,SESSION,AUTHORSHIP,TITLE,URL
9,Projeto de Resolução,794/XIV,2,PCP,"
Avaliação Ambiental e Grandes Condicionantes para a Pesquisa, Prospeção e Exploração de Depósitos Minerais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45515
0,Projeto de Resolução,793/XIV,2,PCP,"
Pela Valorização dos Vigilantes da Natureza",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45514
1,Projeto de Resolução,792/XIV,2,BE,"
Recomenda mecanismos para uma redução de resíduos sólidos urbanos e uma política tarifária para a coesão territorial e justiça social",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45513
2,Projeto de Resolução,791/XIV,2,BE,"
Apoio às organizações não governamentais de cariz ambiental no âmbito da crise pandémica, económica e social",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45512
3,Projeto de Resolução,790/XIV,2,PSD,"
Recomenda ao Governo a construção de uma Estação de Tratamento e Valorização e de Efluentes Suinícolas para Despoluição da bacia Hidrográfica do Rio Lis",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45511
4,Projeto de Resolução,789/XIV,2,BE,"
Medidas de apoio à recuperação da economia e combate à precariedade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45510
5,Projeto de Resolução,788/XIV,2,PSD,"
Pela inclusão dos microempresários nas medidas de apoio à economia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45509
6,Projeto de Resolução,787/XIV,2,BE,"
Promove a formação profissional e o combate à precariedade no setor da pesca",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45508
7,Projeto de Resolução,786/XIV,2,PAN,"
Recomenda ao Governo que proceda à criação de um Grupo de Trabalho para a alteração do enquadramento Legal das profissões de desgaste rápido, que defina critérios para a atribuição desta qualificação e identifique um elenco exemplificativo das profissões com tal qualificação",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45505
8,Projeto de Resolução,785/XIV,2,PCP,"
Reconhece a penosidade e risco da profissão de enfermagem e recomenda ao Governo que tome medidas para a definição e regulamentação de um regime laboral e de aposentação específico para os enfermeiros",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45504
9,Projeto de Resolução,784/XIV,2,CDS-PP,"
Colocar a crise humanitária e o problema de terrorismo vivido em Moçambique nas prioridades da Presidência Portuguesa do Conselho da União Europeia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45503
0,Projeto de Resolução,783/XIV,2,PEV,"
Recomenda ao Governo medidas com vista à retoma da prática desportiva em contexto de pandemia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45502
1,Projeto de Resolução,782/XIV,2,PEV,"
Visa a classificação da serra de Carnaxide como paisagem protegida",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45500
2,Projeto de Resolução,781/XIV,2,PS,"
Recomenda ao Governo que garanta a simplificação da comunicação entre os diferentes atores educativos e entre os diferentes níveis de ensino",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45499
3,Projeto de Resolução,780/XIV,2,PAN,"
Pela erradicação da mutilação genital feminina",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45498
4,Projeto de Resolução,779/XIV,2,PAN,"
Recomenda ao Governo a mobilização da comunidade internacional no sentido de travar os crimes perpetrados contra a humanidade em Moçambique",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45497
5,Projeto de Resolução,778/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo que rejeite a actual redacção do Acordo UE-Mercosul e diligencie para a sua reformulação ou criação de um novo Acordo de comércio livre",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45496
6,Projeto de Resolução,777/XIV,2,BE,"
Pela criação de um fundo de apoio ao associativismo juvenil",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45493
7,Projeto de Resolução,776/XIV,2,PCP,"
Em defesa da melhoria dos cuidados de saúde no distrito de Coimbra e pela reversão do processo de fusão dos hospitais do CHUC, E.P.E.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45492
8,Projeto de Resolução,775/XIV,2,PCP,"
Recomenda ao Governo que atribua ao Hospital Distrital de Santarém o nome de Hospital Bernardo Santareno",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45491
9,Projeto de Resolução,774/XIV,2,BE,"
Recomenda ao governo a criação de medidas que assegurem que casais não-casados binacionais sejam excluídos das restrições de viagem para Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45490
0,Projeto de Resolução,773/XIV,2,BE,"
Pela ampliação e capacitação para a consulta pública do plano estratégico da política agrícola comum",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45485
1,Projeto de Resolução,772/XIV,2,BE,"
Recomenda ao Governo a classificação da Serra de Carnaxide como «Paisagem Protegida»",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45482
2,Projeto de Resolução,771/XIV,2,PEV,"
Salvar a Casa do Alentejo",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45481
3,Projeto de Resolução,770/XIV,2,PS,"
Recomenda a adoção de medidas para travar o aumento das desigualdades estruturais de género desencadeadas pelos impactos socioeconómicos da Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45477
4,Projeto de Resolução,769/XIV,2,BE,"
Investimento e requalificação do Hospital Visconde de Salreu",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45476
5,Projeto de Resolução,768/XIV,2,BE,"
Alargamento do acesso gratuito a dispositivos de perfusão subcutânea contínua de insulina – bombas de insulina – para indivíduos maiores de 18 anos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45475
6,Projeto de Resolução,767/XIV,2,PEV,"
Regulamentação dos estabelecimentos e da prática de colocação de piercings e tatuagens",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45474
7,Projeto de Resolução,766/XIV,2,CDS-PP,"
Recomenda ao Governo que proceda à realização de obras na Escola Secundária 3 Camilo Castelo Branco, Vila Real",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45473
8,Projeto de Resolução,765/XIV,2,BE,"
Pela prorrogação do prazo de validade da avaliação de Impacto Ambiental do Novo Aeroporto de Lisboa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45471
9,Projeto de Resolução,764/XIV,2,CDS-PP,"
Comparticipação dos Dispositivos de Perfusão Subcutânea Contínua de Insulina",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45470
0,Projeto de Resolução,763/XIV,2,PEV,"
Recomenda ao Governo medidas de prevenção e combate à obesidade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45469
1,Projeto de Resolução,762/XIV,2,CH,"
Pela actualização dos cadernos eleitorais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45465
2,Projeto de Resolução,761/XIV,2,PAR,"
Aprova procedimentos excecionais de participação dos Deputados nas sessões plenárias e do respetivo registo de presença",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45464
3,Projeto de Resolução,760/XIV,2,CH,"
Pela realização das aulas teóricas em plataformas digitais, nas escolas de condução, durante o estado de emergência",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45463
4,Projeto de Resolução,759/XIV,2,PCP,"
Retoma da prática desportiva e normalização gradual das competições",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45462
5,Projeto de Resolução,758/XIV,2,PS,"
Recomenda ao Governo que adote as medidas necessárias com vista ao reforço da recolha seletiva em Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45461
6,Projeto de Resolução,757/XIV,2,PS,"
Recomenda ao Governo estudar a obrigatoriedade de contratação do Sistema de Seguros Agrícolas como condição de acesso a apoios públicos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45460
7,Projeto de Resolução,756/XIV,2,PS,"
Recomenda ao Governo a concretização de um registo nacional de diabetes tipo 1",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45459
8,Projeto de Resolução,755/XIV,2,PS,"
Recomenda ao Governo que averigue a possibilidade de aplicação e instalação de lâmpadas UV-C, com efeitos germicidas, em todas as unidades do serviço Nacional de Saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45458
9,Projeto de Resolução,754/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Classificação da Serra de Carnaxide como Paisagem Protegida",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45456
0,Projeto de Resolução,753/XIV,2,CH,"
Pela tomada de medidas de proteção ao comércio local e à restauração, durante o estado de emergência",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45454
1,Projeto de Resolução,752/XIV,2,PEV,"
Incentivos para erradicação de resíduos de plástico no mar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45453
2,Projeto de Resolução,751/XIV,2,CDS-PP,"
Recomenda ao Governo que tome as diligências necessárias à modernização e requalificação da linha do Oeste no troço entre Caldas da Rainha e Coimbra/Figueira da Foz",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45452
3,Projeto de Resolução,750/XIV,2,PSD,"
Recomenda ao Governo que promova, com urgência, a requalificação da Escola Secundária de Arganil",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45450
4,Projeto de Resolução,749/XIV,2,CDS-PP,"
Recomenda ao Governo que cumpra a Resolução da Assembleia da República n.º 257/2018 e proceda à requalificação da Escola Secundária da Póvoa de Lanhoso",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45448
5,Projeto de Resolução,748/XIV,2,BE,"
Recomenda ao Governo que proceda à criação de uma plataforma pública demonstrando, de forma transparente, acessível e territorializada, a alocação dos fundos europeus atribuídos a Portugal através do Quadro Financeiro Plurianual 2021-2027 e do Fundo de Recuperação próxima geração UE",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45444
6,Projeto de Resolução,747/XIV,2,PSD,"
Recomenda ao Governo a urgente requalificação edificado da Escola Secundária/3 Camilo Castelo Branco em Vila Real",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45441
7,Projeto de Resolução,746/XIV,2,PSD,"
Recomenda ao Governo que providencie com urgência no sentido de ser desenvolvido o estudo de modernização e requalificação da linha do Oeste no troço entre Caldas da Rainha e Coimbra",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45440
8,Projeto de Resolução,745/XIV,2,BE,"
Recomenda ao Governo a abertura de um processo extraordinário de equiparação à carreira de Técnico Superior de Saúde – Ramo Psicologia Clínica acessível a todos os psicólogos clínicos, incluindo os “CIT”",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45437
9,Projeto de Resolução,744/XIV,2,BE,"
Pelo combate à precariedade e promoção da formação e qualificação profissional do trabalho agrícola",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45436
0,Projeto de Resolução,743/XIV,2,PSD,"
Recomenda ao Governo que execute com urgência o troço da IC8 entre Pombal e Avelar (Ansião), com a inclusão de um nó de acesso desnivelado no Parque Empresarial do Camporês e proceda à cabimentação dos recursos financeiros",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45433
1,Projeto de Resolução,742/XIV,2,CH,"
Pela implementação de um programa de combate à pobreza na Região Autónoma dos Açores",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45431
2,Projeto de Resolução,741/XIV,2,PAN,"
Recomenda ao Governo que crie condições adequadas para a entrada de casais binacionais em Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45429
3,Projeto de Resolução,740/XIV,2,CH,"
Pelo apoio aos guias de informação turística açorianos que se encontram em cenário de verdadeira periclitância social e económica por acção do covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45428
4,Projeto de Resolução,739/XIV,2,CH,"
Pela criação de uma entidade independente que fiscalize a execução dos fundos europeus consignados ao plano de recuperação e resiliência da União Europeia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45427
5,Projeto de Resolução,738/XIV,2,PSD,"
Recomenda ao Governo a urgente requalificação do edificado da escola secundária da Póvoa de Lanhoso",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45426
6,Projeto de Resolução,737/XIV,2,CDS-PP,"
Recomenda ao Governo que proceda à requalificação da escola básica 2, 3 júlio brandão, de Vila Nova de Famalicão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45425
7,Projeto de Resolução,736/XIV,2,CDS-PP,"
Recomenda ao Governo que programe obras de requalificação na escola secundária de Raul Proença, nas Caldas da Rainha",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45424
8,Projeto de Resolução,735/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo que dialogue com a CPAS, Ordem dos Advogados e Ordem dos Solicitadores e dos Agente de Execução no âmbito da fixação do factor de correção do indexante contributivo para 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45423
9,Projeto de Resolução,734/XIV,2,PAN,"
Recomenda ao Governo que disponibilize as instalações necessárias para que a Entidade para a Transparência possa começar a funcionar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45422
0,Projeto de Resolução,733/XIV,2,PSD,"
Recomenda ao Governo o início urgente do processo que promova as necessárias obras no bloco operatório do Hospital Dr. Francisco Zagalo, de Ovar, no distrito de Aveiro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45420
1,Projeto de Resolução,732/XIV,2,PAR,"
Suspensão do prazo de funcionamento da Comissão Eventual de Inquérito Parlamentar à atuação do Estado na atribuição de apoios na sequência dos incêndios de 2017 na zona do Pinhal Interior durante o período de apreciação do Orçamento do Estado para 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45414
2,Projeto de Resolução,731/XIV,2,PAN,"
Recomenda ao Governo a aprovação de uma Estratégia Nacional de prevenção e tratamento da anemia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45413
3,Projeto de Resolução,730/XIV,2,PS,"
Recomenda ao governo que promova uma solução que salvaguarde o projeto educativo da Escola Superior de Gestão da Idanha-a-Nova e do Instituto Politécnico de Castelo Branco",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45412
4,Projeto de Resolução,729/XIV,2,PS,"
Recomenda ao Governo um conjunto de medidas para utilização mais eficaz e eficiente dos fundos da União Europeia, nomeadamente no âmbito da Política de Coesão, do Plano Estratégico da Política Agrícola Comum e do Plano de Recuperação da União Europeia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45411
5,Projeto de Resolução,728/XIV,2,BE,"
Recomenda ao Governo medidas para redução do desperdício alimentar e promoção da saúde pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45410
6,Projeto de Resolução,727/XIV,2,CDS-PP,"
Recomenda ao Governo o reforço de meios e recursos humanos na Direção-Geral da Saúde de modo a alargar a divulgação de indicadores básicos sobre a Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45408
7,Projeto de Resolução,726/XIV,2,CH,"
Pela criação da Ordem Profissional dos Jornalistas e consequente extinção da Entidade Reguladora para a Comunicação Social",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45407
8,Projeto de Resolução,725/XIV,2,PEV,"
Torna gratuita a linha Covid lares",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45406
9,Projeto de Resolução,724/XIV,2,PSD,"
Recomenda ao Governo que proceda à valorização e promoção do Panteão Nacional de Coimbra",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45404
0,Projeto de Resolução,723/XIV,2,PEV,"
Pela retoma da atividade assistencial nos cuidados de saúde primários",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45403
1,Projeto de Resolução,722/XIV,2,PSD,"
Recomenda ao Governo que promova, com urgência, a ampliação e reabilitação da Escola Secundária Raul Proença, do agrupamento de escolas Raul Proença, do concelho das Caldas da Rainha, distrito de Leiria",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45402
2,Projeto de Resolução,721/XIV,2,CDS-PP,"
Recomenda ao Governo que, com urgência, programe, agende e execute as necessárias obras para ampliação e requalificação da escola secundária de Porto de Mós",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45401
3,Projeto de Resolução,720/XIV,2,BE,"
Recomenda ao Governo a criação de um plano nacional de combate à anemia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45400
4,Projeto de Resolução,719/XIV,2,BE,"
Reabertura das urgências e reforço do hospital Dr. Francisco Zagalo, em Ovar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45399
5,Projeto de Resolução,718/XIV,2,PCP,"
Recomenda ao Governo que tome medidas para a definição e regulamentação de um regime laboral e de aposentação específico para os trabalhadores da manutenção e montagem de aerogeradores",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45398
6,Projeto de Resolução,717/XIV,2,PCP,"
Recomenda ao Governo que tome medidas para a definição e regulamentação de um regime laboral e de aposentação específico para os Carteiros",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45396
7,Projeto de Resolução,716/XIV,2,PEV,"
Atribuição de direitos devidos aos professores",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45395
8,Projeto de Resolução,715/XIV,2,PSD,"
Recomenda ao Governo que conclua o processo de avaliação, celebre os contratos e proceda aos pagamentos em dívida, referente às candidaturas apresentadas pelas Entidades Associativas e Religiosas, no âmbito do Programa Equipamentos (subprograma 2) - Furacão Leslie (2018), até ao final de 2020",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45394
9,Projeto de Resolução,714/XIV,2,PSD,"
Recomenda ao Governo que apresente à Assembleia da República relatórios trimestrais sobre a negociação e execução dos fundos europeus atribuídos a Portugal ao abrigo do programa next generation e do quadro financeiro plurianual 2021-2027 e a respectiva implementação do plano de recuperação economica Portugal 2020-2030",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45393
0,Projeto de Resolução,713/XIV,2,PEV,"
Autonomia administrativa, pedagógica e científica da Escola Superior de Gestão de Idanha-a-Nova",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45390
1,Projeto de Resolução,712/XIV,2,PSD,"
Recomenda do Governo um reforço na estratégia integrada no combate ao desperdício alimentar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45386
2,Projeto de Resolução,711/XIV,2,CDS-PP,"
Recomenda ao Governo que mantenha a Direção Geral de Alimentação e Veterinária e todas as suas funções sob tutela do Ministério da Agricultura",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45385
3,Projeto de Resolução,710/XIV,2,PEV,"
Pelo recomeço urgente das obras de requalificação da Escola Secundária da Sertã",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45382
4,Projeto de Resolução,709/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Participação, intervenção e votação em reuniões plenárias por videoconferência em caso de isolamento profilático e/ou quarentena",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45381
5,Projeto de Resolução,708/XIV,2,PEV,"
Pela reabilitação urgente da Escola Secundária de Esmoriz (Ovar)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45380
6,Projeto de Resolução,707/XIV,2,CH,"
Recomenda ao Governo que averigue, com carácter de urgência, as necessidades dos hospitais públicos em termos de recursos humanos e que accione, o mais rápido possível, um plano com vista ao suprimento das mesmas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45379
7,Projeto de Resolução,706/XIV,2,PSD,"
Recomenda ao Governo que estabeleça até ao final de 2020 os aditamentos aos contratos programa com os Municípios e proceda aos respetivos pagamentos em dívida, relativos ao Programa Fundo de Emergência Municipal - Furacão Leslie (2018)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45378
8,Projeto de Resolução,705/XIV,2,CH,"
Pela possibilidade dos docentes que sejam doentes de risco para covid-19 acederem à reforma, caso faltem apenas dois anos para completar a idade estabelecida por lei para o efeito",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45377
9,Projeto de Resolução,704/XIV,2,PCP,"
Medidas para dotar a Direcção-Geral de Alimentação e Veterinária dos meios financeiros, humanos e técnicos necessários para cumprir as competências que lhe estão atribuídas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45375
0,Projeto de Resolução,703/XIV,2,PS,"
Recomenda ao Governo a requalificação da Escola Secundária de Serpa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45374
1,Projeto de Resolução,702/XIV,2,PSD,"
Recomenda ao Governo a requalificação da Escola Básica 2,3 Júlio Brandão, em Vila Nova de Famalicão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45373
2,Projeto de Resolução,701/XIV,2,BE,"
Revisão da carreira de vigilante da natureza e contratação de efetivos suficientes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45369
3,Projeto de Resolução,700/XIV,2,PAN,"
Recomenda ao Governo que interceda pelas pessoas refugiadas deslocalizadas do ex-campo de Moria (Grécia)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45368
4,Projeto de Resolução,699/XIV,2,PSD,"
Recomenda ao Governo a simplificação do regime legal de emissão de Atestados Médicos de Incapacidade Multiuso, bem como a adoção de medidas de urgência para acelerar a emissão e revalidação desses atestados",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45367
5,Projeto de Resolução,698/XIV,2,BE,"
Recomenda ao Governo que cumpra a Lei da Água, garanta o correto tratamento de efluentes do Rio Ferreira e assegure a sua urgente despoluição",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45366
6,Projeto de Resolução,697/XIV,2,BE,"
Recomenda ao Governo o apoio aos sistemas de produção agrícola, florestal e pecuária extensivos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45365
7,Projeto de Resolução,696/XIV,2,BE,"
Regulamentação das medidas extraordinárias de apoio social criadas para responder à pandemia e divulgação de informação clara sobre cada uma das medidas através do site da segurança social e defina um novo quadro de apoios extraordinários que garanta que ninguém fica sem proteção",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45364
8,Projeto de Resolução,695/XIV,2,PEV,"
Travar a expansão de estufas e de culturas agrícolas intensivas, em geral, no perímetro de Rega do Mira – Parque Natural do Sudoeste Alentejano e Costa Vicentina",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45363
9,Projeto de Resolução,694/XIV,2,CDS-PP,"
Recomenda ao Governo que diligencie no sentido de serem retomadas, com urgência, as obras de requalificação da Escola Secundária da Sertã",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45361
0,Projeto de Resolução,693/XIV,2,CDS-PP,"
Recomenda ao Governo que divulgue informação sobre Covid-19 em contexto escolar e desenvolva um programa de rastreio",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45360
1,Projeto de Resolução,692/XIV,2,PSD,"
Recomenda ao Governo que promova, com urgência, a ampliação e reabilitação da Escola Secundária de Porto de Mós do Agrupamento de Porto de Mós, deste mesmo concelho, distrito de Leiria",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45356
2,Projeto de Resolução,691/XIV,2,PCP,"
Recomenda ao Governo que estude a criação de uma estratégia nacional sobre a Anemia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45355
3,Projeto de Resolução,690/XIV,2,IL,"
Portal online de transparência e monitorização do processo de execução dos Fundos Europeus",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45354
4,Projeto de Resolução,689/XIV,2,BE,"
Pela criação de um fundo de apoio ao desporto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45351
5,Projeto de Resolução,688/XIV,2,PSD,"
Recomenda ao Governo a implementação de ações tendentes à despoluição do rio Ferreira e à requalificação das suas margens, bem como o funcionamento em pleno da ETAR no mais curto espaço de tempo possível",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45350
6,Projeto de Resolução,687/XIV,2,IL,"
Pelo estudo e fundamentação de políticas dirigidas à terceira idade, promoção do envelhecimento ativo e proteção de vulnerabilidades, incluindo violência contra pessoas idosas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45349
7,Projeto de Resolução,686/XIV,2,PEV,"
Reposição e regulamentação da carreira de Técnico Auxiliar de Saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45347
8,Projeto de Resolução,685/XIV,2,CDS-PP,"
Educação para o Ciclismo Saudável",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45346
9,Projeto de Resolução,684/XIV,2,CDS-PP,"
Recomenda ao Governo que cumpra a Resolução da Assembleia da República n.º 259/2018 e proceda à requalificação da Escola Secundária de Esmoriz, em Ovar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45345
0,Projeto de Resolução,683/XIV,2,PSD,"
Recomenda ao governo que promova esforços concertado para que sejam encontradas soluções alternativas que garantam, simultaneamente, a sustentabilidade financeira do Instituto Politécnico de Castelo Branco e a sua permanência no território de Idanha-a-Nova, contribuindo assim para a coesão territorial e o desenvolvimento de toda esta região do Interior do país.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45342
1,Projeto de Resolução,682/XIV,2,BE,"
Criação de um apoio especifíco para os artesãos financiado pela reafetação das verbas alocadas aos apoios concedidos ao abrigo do programa de promoção das artes e ofícios",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45341
2,Projeto de Resolução,681/XIV,2,PEV,"
Requalificação urgente da Escola Secundária de Serpa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45340
3,Projeto de Resolução,680/XIV,2,PSD,"
Consagra a data de 26 de novembro como o Dia Nacional da Anemia e recomenda ao Governo que aprove uma Estratégia Nacional para a Prevenção e Tratamento da Anemia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45339
4,Projeto de Resolução,679/XIV,2,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias","
Propõe a realização de um referendo sobre a (des)penalização da morte a pedido",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45337
5,Projeto de Resolução,678/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Pelo lançamento de uma Campanha Nacional de Esterilização de animais em 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45334
6,Projeto de Resolução,677/XIV,2,BE,"
Prorrogação dos prazos das medidas de apoio aos agregados familiares no acesso a determinados bens essenciais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45333
7,Projeto de Resolução,676/XIV,2,PSD,"
Recomenda ao Governo que promova, com urgência, a requalificação da Escola Secundária de Serpa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45332
8,Projeto de Resolução,675/XIV,2,PS,"
Determina a preparação da consolidação da legislação procedimental eleitoral",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45328
9,Projeto de Resolução,674/XIV,2,IL,"
Pela abertura gradual ao público de estádios, pavilhões e demais recintos de todas as modalidades",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45327
