,TYPE,NUMBER,SESSION,AUTHORSHIP,TITLE,URL
3,Projeto de Resolução,920/XIV,2,PS,"
Recomenda ao Governo a abertura de avisos para o apoio de candidaturas para instalação de sistemas de anti granizo ou outros sistemas que sejam comprovadamente eficientes e ambientalmente sustentáveis, na região da Cova da Beira e Douro Sul, de forma a tornar mais resiliente o sector da fruticultura face a fenómenos atmosféricos extremos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45733
4,Projeto de Resolução,919/XIV,2,PS,"
Recomenda ao Governo que defina um quadro de ação para o Ártico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45731
5,Projeto de Resolução,918/XIV,2,PS,"
Recomenda ao Governo que assegure a despoluição do rio Nabão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45730
6,Projeto de Resolução,917/XIV,2,BE,"
Recomenda ao Governo que garanta as condições para o ensino misto e não presencial mobilizando recursos do plano para a transição digital",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45728
7,Projeto de Resolução,916/XIV,2,PSD,"
Recomenda ao Governo a adoção de medidas específicas de apoio ao sector da floricultura",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45726
8,Projeto de Resolução,915/XIV,2,PSD,"
Recomenda ao Governo que disponibilize com urgência os equipamentos informáticos individuais e de conectividade móvel gratuita aos docentes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45725
9,Projeto de Resolução,914/XIV,2,PEV,"
Reforço das medidas de apoio aos idosos que vivem sozinhos ou isolados",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45724
0,Projeto de Resolução,913/XIV,2,PEV,"
Conversão em contratos por tempo indeterminado dos contratos dos enfermeiros com vínculo precário de forma a garantir a estabilidade do SNS",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45723
1,Projeto de Resolução,912/XIV,2,PCP,"
Desenvolvimento da Rede Nacional de Cuidados Continuados Integrados",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45720
2,Projeto de Resolução,911/XIV,2,PCP,"
Medidas para reforço da Rede de Equipamentos e Serviços de Apoio aos Idosos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45719
3,Projeto de Resolução,910/XIV,2,PAN,"
Recomenda ao Governo que assegure a adopção de medidas de apoio às escolas de dança",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45716
4,Projeto de Resolução,909/XIV,2,BE,"
Recomenda ao Governo a implementação urgente de medidas para a despoluição e recuperação ambiental da bacia hidrográfica do rio Nabão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45715
5,Projeto de Resolução,908/XIV,2,BE,"
Recomenda ao Governo o apoio à conversão para produção biológica e a dedicação de 25 por cento da área agrícola nacional a este modo de produção até 2030",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45714
6,Projeto de Resolução,907/XIV,2,PEV,"
Pela valorização da investigação científica e pelo fim da precariedade laboral que atinge os Bolseiros de Investigação",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45713
7,Projeto de Resolução,906/XIV,2,PAN,"
Recomenda ao Governo que implemente medidas para a reabilitação e proteção do rio Ferreira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45712
8,Projeto de Resolução,905/XIV,2,PAN,"
Educação para a protecção e bem-estar animal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45711
9,Projeto de Resolução,904/XIV,2,PAN,"
Recomenda ao Governo português que crie um mecanismo financeiro de apoio à eficiência energética de edifícios e de combate à pobreza energética",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45710
0,Projeto de Resolução,903/XIV,2,PAN,"
Recomenda ao Governo a revisão estratégica dos programas curriculares para recuperação dos estudantes decorrente dos constrangimentos provocados pela COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45709
1,Projeto de Resolução,902/XIV,2,PAR,"
Suspensão do prazo de funcionamento da Comissão Eventual de Inquérito Parlamentar às perdas registadas pelo Novo Banco e imputadas ao Fundo de Resolução",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45707
2,Projeto de Resolução,901/XIV,2,IL,"
Pela aplicação de uma nova estratégia de combate à pandemia, assente na realização de testes rápidos em massa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45704
3,Projeto de Resolução,900/XIV,2,CH,"
Pela possibilidade de os licenciados em criminologia poderem concorrer às vagas de especialista de polícia judiciária para o laboratório de polícia científica",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45703
4,Projeto de Resolução,899/XIV,2,PSD,"
Transferência imediata pelo Ministério das Finanças de receitas próprias da ERC no montante atual de 3 milhões de euros",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45696
5,Projeto de Resolução,898/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Recomenda ao governo a intervenção junto da Caixa Geral de Depósitos para a condução de uma política de proximidade que estanque o encerramento de agências bancárias, em favor da coesão territorial",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45695
6,Projeto de Resolução,897/XIV,2,PEV,"
Alargamento da comparticipação da vacina contra infeções por Vírus do Papiloma Humano (HPV)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45694
7,Projeto de Resolução,896/XIV,2,PSD,"
Salvar o Conservatório Nacional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45693
8,Projeto de Resolução,895/XIV,2,PSD,"
Tempo de trabalho declarado à Segurança Social dos docentes contratados a exercer funções a tempo parcial",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45692
9,Projeto de Resolução,894/XIV,2,PAN,"
Recomenda ao Governo que assegure a adoção de mecanismos de transparência no âmbito da Presidência do Conselho da União Europeia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45690
0,Projeto de Resolução,893/XIV,2,PSD,"
Recomenda ao Governo que cumpra o princípio da igualdade nos processos concursais para a carreira de técnico superior de saúde no ramo da psicologia clínica, não discriminando os respetivos profissionais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45689
1,Projeto de Resolução,892/XIV,2,IL,"
Pela inclusão dos estudantes a estagiar em todas as entidades de saúde nos grupos prioritários de vacinação para sua proteção e dos utentes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45688
2,Projeto de Resolução,891/XIV,2,PEV,"
Recomenda ao Governo que rejeite um Tratado da Carta da Energia incompatível com os compromissos ambientais e os interesses das populações",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45687
3,Projeto de Resolução,890/XIV,2,PCP,"
Recomenda a salvaguarda integral, adequada valorização e integração museológica do conjunto monumental de estruturas arqueológicas islâmicas localizadas no claustro da Sé de Lisboa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45686
4,Projeto de Resolução,889/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo a adoção de medidas de combate à pobreza energética",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45684
5,Projeto de Resolução,888/XIV,2,PCP,"
Criação de um Programa Extraordinário de Apoios à recuperação e reconstrução das zonas afetadas pelas mais recentes intempéries na ilha da Madeira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45683
6,Projeto de Resolução,887/XIV,2,CDS-PP,"
Recomenda ao Governo a criação de um programa extraordinário para apoio às organizações de juventude",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45682
7,Projeto de Resolução,886/XIV,2,PCP,"
Recomenda ao Governo que altere os procedimentos da entrega do ficheiro SAF-T(PT) relativo à contabilidade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45681
8,Projeto de Resolução,885/XIV,2,IL,"
Recomendação ao Governo para proceder à requalificação da Escola Básica 2,3 e Secundária Pedro Ferreiro, em Ferreira do Zêzere",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45679
9,Projeto de Resolução,884/XIV,2,PEV,"
Recomenda ao Governo que crie as condições necessárias para a ratificação do Tratado de Proibição das Armas Nucleares",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45678
0,Projeto de Resolução,883/XIV,2,PAN,"
Recomenda ao Governo que, no âmbito da Presidência do Conselho da União Europeia, promova a reflexão sobre a adoção de mecanismos de combate eficaz ao branqueamento de capitais e aos fenómenos de fraude, evasão e elisão fiscal e assegure a conclusão do processo legislativo da Diretiva CBCR",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45677
1,Projeto de Resolução,882/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo a criação de programa de apoio à retoma e modernização da atividade circense",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45676
2,Projeto de Resolução,881/XIV,2,PEV,"
Medidas de apoio ao Movimento Associativo Popular",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45674
3,Projeto de Resolução,880/XIV,2,IL,"
Medidas de combate aos problemas de saúde mental tendo em conta a pandemia de Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45673
4,Projeto de Resolução,879/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Reforçar e Melhorar as Políticas de Saúde Mental em contexto de emergência sanitária",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45672
5,Projeto de Resolução,878/XIV,2,PSD,"
Recomenda ao Governo que melhore o Programa «Edifícios Mais Sustentáveis» e o direcione para o combate à pobreza energética",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45670
6,Projeto de Resolução,877/XIV,2,PSD,"
Grupo de trabalho para a inventariação, classificação e desafetação a favor da RAA de Património imóvel do Estado abandonado e devoluto na RAA",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45669
7,Projeto de Resolução,876/XIV,2,BE,"
Recomenda ao Governo a retificação do alcance temporal da atualização da prestação social para a inclusão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45668
8,Projeto de Resolução,875/XIV,2,PSD,"
Recomenda ao Governo a atribuição de um apoio financeiro extraordinário com vista à cobertura dos prejuízos resultantes das intempéries ocorridas na costa norte da Ilha da Madeira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45667
9,Projeto de Resolução,874/XIV,2,CDS-PP,"
Recomenda ao Governo que proceda à imediata requalificação da Escola Básica 2,3 e Secundária Pedro Ferreiro, de Ferreira do Zêzere",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45665
0,Projeto de Resolução,873/XIV,2,BE,"
Alargamento dos beneficiários da prorrogação do subsídio de desemprego, prorrogação extraordinária do subsídio social de desemprego e acesso imediato aos apoios para trabalhadores independentes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45664
1,Projeto de Resolução,872/XIV,2,PSD,"
Recomenda ao Governo a urgente e imediata requalificação do edificado da Escola EB 2,3/S Pedro Ferreiro em Ferreira do Zêzere",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45663
2,Projeto de Resolução,871/XIV,2,PCP,"
Medidas de Apoio à Dança",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45660
3,Projeto de Resolução,870/XIV,2,CDS-PP,"
Vale Farmácia - Alargamento do apoio às despesas com medicamentos para idosos carenciados",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45659
4,Projeto de Resolução,869/XIV,2,BE,"
Medidas de resposta à saúde mental em Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45658
5,Projeto de Resolução,868/XIV,2,BE,"
Redução das desigualdades que afetam os docentes contratados com horários incompletos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45657
6,Projeto de Resolução,867/XIV,2,BE,"
Pela regulamentação dos operadores de assistência em escala e dos técnicos de tráfego de assistência em escala",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45656
7,Projeto de Resolução,866/XIV,2,PEV,"
Reforço de medidas com vista à proteção do Lobo Ibérico em Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45653
8,Projeto de Resolução,865/XIV,2,BE,"
Adaptação das regras de confinamento às especificidades das escolas de dança",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45651
9,Projeto de Resolução,864/XIV,2,PAN,"
Criação de uma rede integrada de respostas de apoio às famílias",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45650
0,Projeto de Resolução,863/XIV,2,BE,"
Recomenda ao Governo a implementação de medidas que visam a proteção das aves silvestres não cinegéticas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45649
1,Projeto de Resolução,862/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo a reformulação das Fichas de Avaliação de Risco para situações de violência doméstica garantindo uma maior proteção das vítimas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45648
2,Projeto de Resolução,861/XIV,2,CDS-PP,"
Recomenda ao Governo que desenvolva uma abordagem específica e urgente em matéria de Saúde Mental, no contexto da pandemia de COVID-19.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45646
3,Projeto de Resolução,860/XIV,2,PAR,"
Suspensão do prazo de funcionamento da Comissão Eventual de Inquérito Parlamentar às perdas registadas pelo Novo Banco e imputadas ao Fundo de Resolução",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45647
4,Projeto de Resolução,859/XIV,2,BE,"
Recomenda ao Governo que aplique as determinações da Direção Geral da Administração e do Emprego Público (DGAEP) e faça uso da Lei Geral doTrabalho em Funções Públicas, com vista a assegurar a aplicabilidade do acréscimo de férias por antiguidade aos trabalhadores dos extintos estabelecimentos fabris do exército",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45643
5,Projeto de Resolução,858/XIV,2,BE,"
Recomenda ao Governo o reforço das medidas de conservação do Lobo-Ibérico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45642
6,Projeto de Resolução,857/XIV,2,PEV,"
Pela contratação de secretários clínicos e de assistentes operacionais para os cuidados de saúde primários",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45641
7,Projeto de Resolução,856/XIV,2,PSD,"
Recomenda ao Governo a classificação da área constituída pela duna de Salir do Porto, antiga alfândega, capela de Sant’ana e “Pocinha” como paisagem protegida",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45638
8,Projeto de Resolução,855/XIV,2,PSD,"
Recomenda ao Governo ações de valorização de sistemas agrícolas tradicionais em culturas perenes, com especial enfoque no olival",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45637
9,Projeto de Resolução,854/XIV,2,PAN,"
Recomenda ao Governo português que garanta o correto tratamento dos efluentes das suiniculturas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45636
0,Projeto de Resolução,853/XIV,2,CDS-PP,"
Recomenda ao Governo que crie uma Via Verde Saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45635
1,Projeto de Resolução,852/XIV,2,PAN,"
Criação de um programa extraordinário de apoio ao associativismo juvenil",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45634
2,Projeto de Resolução,851/XIV,2,IL,"
Pela manutenção do ensino presencial",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45633
3,Projeto de Resolução,850/XIV,2,PCP,"
Promoção da saúde mental em contexto covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45620
4,Projeto de Resolução,849/XIV,2,PAN,"
Recomenda ao Governo Português que garanta o cumprimento de critérios ambientais nos acordos comerciais com o Mercosul",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45615
